/* DATA DESCRIPTION:
	GeoB6429-1 * LATITUDE: -31.950000 * LONGITUDE: -24.248300 * DATE/TIME: 2000-03-04T02:21:00 * ELEVATION: -4335.0 m * Recovery: 0.4 m * LOCATION: Central South Atlantic * CAMPAIGN: M46/4 (URI: https://doi.org/10.2312/cr_m46) * BASIS: Meteor (1986) (URI: https://en.wikipedia.org/wiki/RV_Meteor_(1986)) * METHOD/DEVICE: Giant box corer (GKG) (URI: http://en.wikipedia.org/wiki/Box_corer) * COMMENT: geology and geophysics, CTD at 50 m
Comment:	Depth=Surface sediment 0-1 cm
Parameter(s):	Event label (Event)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	Elevation of event [m] (Elevation)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Actinocyclus actinochilus [%] (A. actinochilus) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros affinis, resting spores [%] (C. affinis rs) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros constrictus, resting spores [%] (C. constrictus rs) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros coronatus, resting spores [%] (C. coronatus rs) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros debilis, resting spores [%] (C. debilis rs) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros diadema, resting spores [%] (C. diadema rs) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros lorenzianus, resting spores [%] (C. lorenzianus rs) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Chaetoceros radicans, resting spores [%] (C. radicans rs) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Fragilariopsis separanda [%] (F. separanda) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Porosira pseudodenticulata [%] (P. pseudodenticulata) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Stellarima microtrias [%] (S. microtrias) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
	Thalassiosira antarctica [%] (T. antarctica) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms * COMMENT: vegetative cell
	Thalassiosira antarctica [%] (T. antarctica) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms * COMMENT: spore
	Thalassiosira tumida [%] (T. tumida) * PI: Romero, Oscar E (https://orcid.org/0000-0003-0209-3258, oromero@uni-bremen.de, https://www.researchgate.net/profile/Oscar-Romero-21) * METHOD/DEVICE: Counting, diatoms
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	336 data points
*/
Event	Latitude	Longitude	Elevation [m]	Depth sed [m]	A. actinochilus [%]	C. affinis rs [%]	C. constrictus rs [%]	C. coronatus rs [%]	C. debilis rs [%]	C. diadema rs [%]	C. lorenzianus rs [%]	C. radicans rs [%]	F. separanda [%]	P. pseudodenticulata [%]	S. microtrias [%]	T. antarctica [%] (vegetative cell)	T. antarctica [%] (spore)	T. tumida [%]
GeoB6402-9	-39.7427	-22.7565	-3878	0	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6403-4	-40.0133	-23.3652	-4226	0	0.00	0.00	0.00	0.10	0.20	0.00	0.00	0.00	0.00	1.12	0.00	0.10	0.00	0.00
GeoB6404-3	-41.5058	-23.4648	-4223	0	0.00	0.86	0.00	0.00	0.00	0.00	0.86	0.00	0.00	0.00	0.00	0.00	2.59	0.00
GeoB6405-8	-42.0000	-21.8532	-3863	0	0.00	0.18	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.18	0.00
GeoB6406-1	-42.0003	-20.7840	-3514	0	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.17	0.00	0.56	0.00
GeoB6407-2	-42.0448	-19.5000	-3384	0	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.12	0.81	0.12
GeoB6408-3	-43.6142	-20.4410	-3797	0	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.23	0.00
GeoB6409-3	-44.5070	-21.7168	-4296	0	0.20	0.40	0.00	0.10	1.01	0.00	0.00	0.00	0.61	0.00	0.20	0.00	0.20	0.00
GeoB6410-1	-44.5168	-20.9000	-4038	0	0.00	0.76	0.00	0.00	2.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.76	0.00
GeoB6411-4	-44.3633	-18.3520	-3893	0	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.46	0.00	0.49	0.20
GeoB6413-4	-44.2068	-17.3400	-3768	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.12	0.00	1.46	0.00	0.00	0.00
GeoB6417-2	-39.0933	-21.0417	-4024	0	0.00	18.00	0.00	2.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00
GeoB6418-3	-38.4265	-21.5350	-4126	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59	0.00	1.59	0.00
GeoB6419-1	-37.7740	-21.8642	-3568	0	0.00	20.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6420-2	-37.1583	-22.1483	-3998	0	0.00	5.33	0.00	0.00	0.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6421-1	-36.4483	-22.4450	-4216	0	0.00	1.04	0.00	0.00	1.04	2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6422-5	-35.7073	-22.7333	-3972	0	0.00	2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6423-1	-35.2525	-22.9917	-3963	0	1.06	1.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.13	2.13	0.00
GeoB6424-2	-34.6082	-23.2758	-3820	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6425-1	-33.8250	-23.5875	-4352	0	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
GeoB6426-1	-33.4992	-24.0242	-4385	0	0.00	7.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00
GeoB6427-1	-33.1822	-24.2477	-4491	0	0.00	42.19	0.78	0.78	0.78	0.78	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6428-2	-32.5100	-24.2485	-4015	0	0.00	12.50	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
GeoB6429-1	-31.9500	-24.2483	-4335	0	0.00	14.10	0.00	3.85	8.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
